@relation 'HOI_cleanedUp-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,1-weka.filters.unsupervised.attribute.Remove-V-R13,4,6,15,9,16-18,10,7,19'

@attribute 'Material Deprivation' numeric
@attribute Affordability numeric
@attribute 'Population Churning' numeric
@attribute 'Community Environment Profile' numeric
@attribute 'Income Inequality' numeric
@attribute 'Consumer Opportunity Profile' numeric
@attribute 'Economic Opportunity Profile' numeric
@attribute 'Wellness Disparity Profile' numeric
@attribute 'Job Participation' numeric
@attribute Education numeric
@attribute 'Health Opportunity Index' {Bad,Medium,Good}

@data
0.29204,0.657658,0.885496,0.475224,0.517409,0.704905,0.363516,0.385577,0.826,0.825315,Medium
0.309994,0.528529,0.8257,0.419324,0.38556,0.644248,0.304407,0.47535,0.779,0.7524,Medium
0.514293,0.49049,0.937659,0.236259,0.505533,0.568302,0.248519,0.286814,0.503,0.631637,Medium
0.450374,0.622623,0.975827,0.235643,0.490553,0.606459,0.239701,0.235774,0.49,0.680669,Medium
0.528806,0.543544,0.945293,0.260497,0.445344,0.652092,0.214938,0.350938,0.501,0.680932,Medium
0.368201,0.399399,0.796438,0.356431,0.42861,0.444636,0.296378,0.578023,0.64,0.660367,Medium
0.48555,0.511512,0.867684,0.304648,0.388664,0.594147,0.261416,0.34446,0.613,0.676121,Medium
0.414341,0.570571,0.838422,0.391758,0.425506,0.648863,0.293832,0.372023,0.653,0.767396,Medium
0.481357,0.516517,0.816794,0.295003,0.495412,0.593423,0.29433,0.217581,0.61,0.722599,Medium
0.498425,0.598599,0.772265,0.357316,0.448853,0.680295,0.304228,0.187901,0.76,0.754631,Medium
0.425045,0.618619,0.806616,0.43317,0.469366,0.664944,0.306772,0.379343,0.777,0.744672,Medium
0.448147,0.397397,0.83715,0.384602,0.546829,0.543539,0.340029,0.362937,0.668,0.719671,Medium
0.321379,0.474474,0.839695,0.410753,0.509042,0.525459,0.343042,0.438532,0.73,0.688687,Medium
0.182436,0.548549,0.900763,0.403696,0.481646,0.508513,0.339773,0.50666,0.788,0.646889,Medium
0.472853,0.508509,0.86514,0.318902,0.49919,0.600047,0.288043,0.265638,0.621,0.716229,Medium
0.267543,0.339339,0.854962,0.363768,0.34197,0.552377,0.188409,0.772777,0.505,0.737925,Medium
0.499242,0.563564,0.762087,0.371121,0.523077,0.60957,0.320703,0.314505,0.626,0.718927,Medium
0.467814,0.485485,0.763359,0.339904,0.560729,0.589078,0.325737,0.246457,0.692,0.706792,Medium
0.403466,0.429429,0.937659,0.237112,0.364912,0.506327,0.227189,0.457979,0.494,0.661211,Medium
0.462265,0.418418,0.954198,0.353436,0.4278,0.613956,0.281289,0.331381,0.683,0.728847,Medium
0.431751,0.371371,0.917303,0.391334,0.426181,0.572611,0.299437,0.451588,0.76,0.691085,Medium
0.347799,0.548549,0.842239,0.360442,0.528745,0.569614,0.346298,0.291906,0.71,0.704321,Medium
0.414127,0.438438,0.820611,0.373618,0.489204,0.534319,0.33781,0.340952,0.671,0.708012,Medium
0.518832,0.597598,0.847328,0.374394,0.236977,0.773753,0.202884,0.468224,0.637,0.841558,Medium
0.494892,0.520521,0.94402,0.278822,0.434953,0.586202,0.270018,0.262672,0.558,0.655072,Medium
0.457265,0.435435,0.8257,0.401865,0.430094,0.57391,0.321553,0.400764,0.66,0.68838,Medium
0.362111,0.544545,0.912214,0.380946,0.431039,0.66894,0.245362,0.500129,0.56,0.769831,Medium
0.542976,0.412412,0.756997,0.30714,0.454116,0.57352,0.281031,0.328454,0.567,0.751193,Medium
0.393596,0.566567,0.788804,0.325562,0.411741,0.660548,0.226389,0.480412,0.548,0.736353,Medium
0.512489,0.428428,0.983461,0.243285,0.460459,0.563605,0.261809,0.216633,0.656,0.655279,Medium
0.421767,0.525526,0.910941,0.241781,0.445344,0.49816,0.274463,0.274932,0.53,0.641053,Medium
0.332525,0.482482,0.750636,0.385475,0.482186,0.49262,0.330419,0.461476,0.758,0.637045,Medium
0.407005,0.526527,0.92112,0.240891,0.479082,0.593289,0.21288,0.417313,0.489,0.663057,Medium
0.586814,0.593594,0.918575,0.371421,0.34143,0.691462,0.267319,0.33123,0.633,0.873108,Medium
0.501283,0.596597,0.732824,0.317351,0.534548,0.602559,0.314785,0.221086,0.608,0.723424,Medium
0.456073,0.537538,0.854962,0.38119,0.48502,0.65788,0.292849,0.380531,0.63,0.740907,Medium
0.523138,0.523524,0.862595,0.37272,0.606613,0.62299,0.347503,0.228538,0.677,0.704606,Medium
0.361856,0.515516,0.776081,0.362374,0.417814,0.560799,0.282571,0.502287,0.674,0.702736,Medium
0.400057,0.457457,0.880407,0.259078,0.387045,0.54445,0.224541,0.502691,0.593,0.61445,Medium
0.566901,0.665666,0.899491,0.286696,0.327126,0.722547,0.222032,0.263428,0.613,0.728163,Medium
0.47673,0.510511,0.788804,0.290416,0.476383,0.553133,0.29963,0.279504,0.634,0.666705,Medium
0.411532,0.493493,0.899491,0.354123,0.545209,0.568917,0.309615,0.38668,0.554,0.693956,Medium
0.475107,0.633634,0.858779,0.27889,0.415655,0.640099,0.256591,0.278566,0.612,0.675546,Medium
0.49724,0.654655,0.765903,0.3937,0.326451,0.777556,0.240153,0.424462,0.7,0.816334,Medium
0.5069,0.585586,0.912214,0.277105,0.491363,0.624195,0.305824,0.068607,0.657,0.680774,Medium
0.531984,0.510511,0.811705,0.247058,0.533738,0.56672,0.258621,0.300664,0.42,0.679122,Medium
0.404514,0.547548,0.701018,0.406556,0.532119,0.631839,0.311594,0.403882,0.697,0.732987,Medium
0.393146,0.475475,0.917303,0.270019,0.461943,0.519261,0.280783,0.321859,0.548,0.614101,Medium
0.506935,0.493493,0.756997,0.395779,0.544939,0.595596,0.333061,0.385235,0.7,0.721049,Medium
0.546008,0.581582,0.902036,0.27428,0.392038,0.707065,0.246297,0.214639,0.57,0.743873,Medium
0.245903,0.383383,0.829517,0.380211,0.515655,0.439951,0.356846,0.425707,0.732,0.697129,Medium
0.471531,0.723724,0.823155,0.494532,0.433063,0.820765,0.293926,0.381654,0.803,0.888841,Medium
0.430826,0.594595,0.868957,0.272628,0.441835,0.631648,0.235663,0.372384,0.555,0.686391,Medium
0.452259,0.483483,0.949109,0.295112,0.375574,0.591165,0.250189,0.425135,0.625,0.728631,Medium
0.23402,0.565566,0.599237,0.407269,0.533873,0.501305,0.375624,0.443439,0.814,0.645491,Medium
0.368676,0.523524,0.701018,0.40798,0.439541,0.612326,0.307075,0.527067,0.744,0.712789,Medium
0.431859,0.583584,0.731552,0.405156,0.523752,0.656897,0.330258,0.335753,0.728,0.772096,Medium
0.435204,0.532533,0.815522,0.375585,0.382726,0.622357,0.276679,0.457844,0.688,0.748795,Medium
0.451083,0.532533,0.94402,0.273399,0.395547,0.614448,0.251159,0.33598,0.642,0.671974,Medium
0.540319,0.487487,0.923664,0.380884,0.473684,0.595149,0.329304,0.292874,0.677,0.686389,Medium
0.518854,0.512513,0.860051,0.299968,0.45776,0.60048,0.277376,0.284765,0.586,0.696534,Medium
0.40327,0.560561,0.617048,0.396987,0.5139,0.581549,0.326923,0.458512,0.686,0.739615,Medium
0.499846,0.664665,0.851145,0.3454,0.373819,0.772925,0.249937,0.281575,0.635,0.820762,Medium
0.487603,0.523524,0.687023,0.361622,0.532119,0.573721,0.329817,0.321181,0.674,0.766901,Medium
0.459948,0.592593,0.778626,0.377578,0.435628,0.674632,0.281432,0.460663,0.646,0.733084,Medium
0.510979,0.417417,0.858779,0.267263,0.493792,0.434016,0.334473,0.224847,0.687,0.604288,Medium
0.358057,0.544545,0.821883,0.390165,0.44305,0.675095,0.275005,0.435222,0.671,0.787866,Medium
0.494095,0.498498,0.898219,0.247891,0.433603,0.63296,0.207864,0.428664,0.558,0.644743,Medium
0.484869,0.531532,0.963104,0.229292,0.478947,0.621992,0.20131,0.429986,0.417,0.613466,Medium
0.336768,0.53954,0.824427,0.384522,0.447233,0.57863,0.342241,0.366214,0.736,0.737582,Medium
0.410484,0.416416,0.880407,0.274763,0.477598,0.467837,0.244354,0.599496,0.522,0.658643,Medium
0.528035,0.545546,0.909669,0.279281,0.415655,0.641093,0.254793,0.261773,0.627,0.707453,Medium
0.387568,0.484484,0.591603,0.45426,0.520783,0.547847,0.361909,0.487304,0.819,0.747056,Medium
0.585718,0.568569,0.903308,0.291929,0.435358,0.693732,0.262161,0.206127,0.659,0.749434,Medium
0.536761,0.590591,0.890585,0.275883,0.493117,0.638122,0.29913,0.095254,0.621,0.712393,Medium
0.421751,0.46046,0.912214,0.275851,0.412551,0.534063,0.273766,0.334056,0.608,0.659067,Medium
0.520703,0.546547,0.926209,0.280235,0.510796,0.616162,0.303578,0.118117,0.716,0.707297,Medium
0.393209,0.467467,0.715013,0.338494,0.560459,0.552932,0.279634,0.509724,0.485,0.692596,Medium
0.527367,0.543544,0.839695,0.29327,0.373009,0.635362,0.254728,0.348169,0.669,0.690129,Medium
0.489716,0.528529,0.835878,0.316764,0.466802,0.57268,0.311267,0.242827,0.67,0.734875,Medium
0.470738,0.484484,0.964377,0.271332,0.409987,0.58694,0.26406,0.291488,0.646,0.666166,Medium
0.510734,0.630631,0.931298,0.394221,0.320108,0.748979,0.239693,0.41874,0.664,0.79764,Medium
0.48258,0.345345,0.870229,0.300492,0.465857,0.42042,0.31389,0.49427,0.585,0.729949,Medium
0.520095,0.742743,0.903308,0.419852,0.396491,0.845931,0.248639,0.35105,0.664,0.872391,Medium
0.407578,0.653654,0.843511,0.453154,0.467206,0.726022,0.30646,0.4219,0.742,0.774862,Medium
0.361882,0.534535,0.905852,0.318819,0.506343,0.53517,0.309548,0.335361,0.605,0.69516,Medium
0.505237,0.557558,0.819338,0.310445,0.44359,0.651801,0.249497,0.352881,0.555,0.758229,Medium
0.499439,0.56957,0.933842,0.291874,0.468286,0.636254,0.300466,0.141986,0.638,0.738991,Medium
0.402238,0.489489,0.871501,0.290857,0.408097,0.546948,0.273793,0.369111,0.634,0.651948,Medium
0.485651,0.497497,0.685751,0.409104,0.535628,0.607415,0.354784,0.334356,0.759,0.74038,Medium
0.383084,0.516517,0.832061,0.329246,0.423347,0.623083,0.284595,0.351477,0.698,0.726643,Medium
0.477427,0.67968,0.601781,0.408314,0.434548,0.779744,0.288269,0.385797,0.775,0.849501,Medium
0.418616,0.60961,0.773537,0.456784,0.475439,0.738256,0.300321,0.430863,0.741,0.822569,Medium
0.489406,0.335335,0.924936,0.247123,0.450202,0.477003,0.28169,0.296011,0.583,0.653133,Medium
0.522404,0.604605,0.861323,0.397305,0.409987,0.706648,0.283121,0.384227,0.728,0.718453,Medium
0.415416,0.581582,0.826972,0.304346,0.439676,0.509666,0.305736,0.353342,0.63,0.689304,Medium
0.503436,0.673674,0.882952,0.295974,0.45695,0.715675,0.264982,0.190479,0.718,0.75361,Medium
0.540716,0.597598,0.908397,0.279033,0.418623,0.694884,0.243391,0.271681,0.526,0.724745,Medium
0.431162,0.710711,0.779898,0.432776,0.455331,0.748602,0.306804,0.367093,0.775,0.811944,Medium
0.36437,0.495495,0.651399,0.371128,0.449933,0.451778,0.37282,0.449711,0.795,0.729293,Medium
0.524868,0.526527,0.910941,0.281786,0.450472,0.674447,0.230134,0.376004,0.545,0.744208,Medium
0.426465,0.515516,0.863868,0.293405,0.477868,0.633207,0.275389,0.344171,0.62,0.697077,Medium
0.570139,0.645646,0.891858,0.29572,0.516464,0.721422,0.265651,0.207986,0.501,0.81968,Medium
0.457937,0.437437,0.902036,0.346833,0.431174,0.608481,0.299286,0.317299,0.715,0.717212,Medium
0.436287,0.541542,0.735369,0.358884,0.347099,0.541209,0.277323,0.554681,0.634,0.710083,Medium
0.562169,0.605606,0.815522,0.293896,0.540486,0.60393,0.333246,0.11405,0.657,0.740181,Medium
0.485443,0.528529,0.879135,0.250696,0.491093,0.644564,0.245703,0.347001,0.59,0.678374,Medium
0.563686,0.634635,0.802799,0.407062,0.323482,0.716714,0.276404,0.437247,0.687,0.865372,Medium
0.501627,0.497497,0.833333,0.299615,0.446424,0.57508,0.307787,0.253834,0.693,0.688968,Medium
0.315088,0.544545,0.814249,0.385835,0.455735,0.588757,0.303357,0.480778,0.741,0.703894,Medium
0.422468,0.521522,0.615776,0.395043,0.399055,0.545341,0.325649,0.476046,0.745,0.708087,Medium
0.487885,0.498498,0.8257,0.399963,0.548313,0.569341,0.385587,0.262856,0.768,0.72156,Medium
0.373735,0.60961,0.889313,0.313152,0.483266,0.636704,0.309802,0.1956,0.699,0.772059,Medium
0.422045,0.387387,0.956743,0.246622,0.396491,0.555602,0.217873,0.468219,0.621,0.643797,Medium
0.505975,0.627628,0.74173,0.484487,0.52996,0.690501,0.33636,0.508861,0.77,0.801798,Medium
0.467763,0.648649,0.838422,0.411873,0.485965,0.707766,0.314482,0.326792,0.774,0.717689,Medium
0.449286,0.606607,0.763359,0.314323,0.526586,0.619543,0.311852,0.226673,0.693,0.7382,Medium
0.370391,0.457457,0.815522,0.295709,0.526046,0.50942,0.331665,0.297774,0.649,0.683048,Medium
0.526652,0.698699,0.945293,0.368442,0.417544,0.851251,0.23939,0.281472,0.571,0.862066,Medium
0.629962,0.508509,0.926209,0.247137,0.47139,0.673634,0.241916,0.264826,0.525,0.694432,Medium
0.488183,0.536537,0.755725,0.325635,0.477598,0.633111,0.307566,0.251197,0.695,0.732614,Medium
0.408672,0.512513,0.835878,0.376132,0.55668,0.632011,0.332114,0.310072,0.723,0.744552,Medium
0.444172,0.544545,0.840967,0.404673,0.502024,0.629268,0.359262,0.285147,0.793,0.726518,Medium
0.320712,0.695696,0.604326,0.477488,0.524291,0.725545,0.355852,0.437157,0.851,0.898767,Medium
0.38367,0.457457,0.90458,0.252724,0.433603,0.467151,0.266412,0.491633,0.478,0.627806,Medium
0.36861,0.551552,0.704835,0.381678,0.531984,0.583616,0.313539,0.423015,0.669,0.72819,Medium
0.456207,0.542543,0.905852,0.296289,0.502969,0.591207,0.297249,0.23095,0.633,0.764059,Medium
0.305261,0.63964,0.798982,0.454507,0.449393,0.63775,0.320908,0.523625,0.774,0.76277,Medium
0.342941,0.475475,0.937659,0.263713,0.417004,0.489378,0.263521,0.470976,0.482,0.69124,Medium
0.407953,0.577578,0.754453,0.372805,0.457355,0.575019,0.311873,0.472886,0.665,0.705989,Medium
0.423158,0.584585,0.671756,0.424197,0.490553,0.693657,0.304497,0.44775,0.749,0.799332,Medium
0.246708,0.594595,0.671756,0.463507,0.60054,0.581246,0.38691,0.515059,0.847,0.765098,Medium
0.385947,0.622623,0.821883,0.370253,0.465182,0.660506,0.297302,0.404892,0.621,0.756075,Medium
0.481129,0.474474,0.881679,0.262418,0.483671,0.553408,0.27589,0.314013,0.563,0.66977,Medium
0.249726,0.465465,0.680662,0.328757,0.48529,0.533862,0.216268,0.781149,0.431,0.7145,Medium
0.364125,0.538539,0.863868,0.295893,0.487314,0.521157,0.330314,0.243884,0.737,0.696753,Medium
0.316844,0.483483,0.889313,0.326811,0.506613,0.539531,0.299504,0.401331,0.657,0.691821,Medium
0.559697,0.50951,0.851145,0.263528,0.445209,0.582953,0.28012,0.288327,0.597,0.717142,Medium
0.489966,0.735736,0.711196,0.535641,0.560729,0.819714,0.381964,0.408268,0.852,0.928191,Medium
0.396441,0.650651,0.627226,0.512816,0.516059,0.715113,0.357545,0.51583,0.893,0.872337,Medium
0.264833,0.655656,0.872774,0.422111,0.503644,0.623275,0.338669,0.431735,0.807,0.720652,Medium
0.343158,0.65966,0.717557,0.444004,0.481511,0.717999,0.323005,0.415057,0.841,0.864184,Medium
0.400662,0.393393,0.866412,0.303192,0.484615,0.398126,0.307064,0.503814,0.544,0.619188,Medium
0.481082,0.547548,0.80916,0.344537,0.468151,0.577963,0.321795,0.335767,0.685,0.751985,Medium
0.398014,0.482482,0.874046,0.287633,0.443185,0.535202,0.265947,0.486376,0.536,0.631817,Medium
0.630464,0.622623,0.914758,0.264152,0.459379,0.798384,0.215166,0.290341,0.397,0.819294,Medium
0.43011,0.575576,0.743003,0.389243,0.469771,0.656092,0.303778,0.423615,0.632,0.753729,Medium
0.534118,0.540541,0.880407,0.331545,0.319028,0.684186,0.248843,0.38388,0.674,0.762763,Medium
0.4609,0.574575,0.83715,0.313591,0.454656,0.663412,0.270959,0.31475,0.715,0.711272,Medium
0.514393,0.528529,0.846056,0.26934,0.411066,0.597635,0.254113,0.360249,0.584,0.695965,Medium
0.484157,0.533534,0.826972,0.291552,0.395951,0.689844,0.219039,0.5049,0.506,0.732228,Medium
0.340872,0.553554,0.782443,0.407154,0.45857,0.513254,0.330604,0.534659,0.798,0.600534,Medium
0.520134,0.532533,0.94402,0.279756,0.38529,0.633208,0.263688,0.280356,0.61,0.710104,Medium
0.534858,0.485485,0.763359,0.295455,0.494602,0.586402,0.291211,0.370991,0.625,0.690735,Medium
0.396714,0.511512,0.896947,0.340709,0.467746,0.510167,0.329821,0.361709,0.744,0.714876,Medium
0.416544,0.524525,0.804071,0.276713,0.44305,0.525059,0.284122,0.370428,0.625,0.639015,Medium
0.514362,0.660661,0.783715,0.416497,0.480837,0.75769,0.318344,0.355125,0.748,0.84076,Medium
0.219541,0.486486,0.796438,0.410214,0.508637,0.50507,0.34635,0.538293,0.768,0.664997,Medium
0.536665,0.485485,0.819338,0.32939,0.418758,0.633009,0.276991,0.407372,0.608,0.712249,Medium
0.701104,0.745746,0.811705,0.449366,0.423617,0.88748,0.266223,0.36529,0.672,0.884116,Medium
0.38058,0.371371,0.835878,0.290166,0.480972,0.507172,0.263326,0.563904,0.587,0.656572,Medium
0.383467,0.50951,0.881679,0.294266,0.434413,0.545674,0.291063,0.331962,0.679,0.675602,Medium
0.498692,0.603604,0.889313,0.34337,0.491228,0.673553,0.29436,0.322565,0.59,0.756347,Medium
0.417941,0.604605,0.902036,0.335238,0.505128,0.578836,0.33332,0.303879,0.686,0.687932,Medium
0.356568,0.655656,0.860051,0.425801,0.507962,0.643026,0.344979,0.352526,0.775,0.747181,Medium
0.41391,0.502503,0.959288,0.274446,0.431714,0.594723,0.243976,0.413314,0.6,0.690872,Medium
0.425152,0.564565,0.881679,0.252732,0.364507,0.625877,0.183292,0.525613,0.512,0.677322,Medium
0.396638,0.562563,0.782443,0.350257,0.458974,0.604376,0.286691,0.499737,0.607,0.724907,Medium
0.420657,0.354354,0.970738,0.219849,0.451012,0.36367,0.270625,0.465969,0.56,0.647497,Medium
0.396087,0.634635,0.679389,0.475554,0.491093,0.663701,0.345846,0.450482,0.885,0.789675,Medium
0.447158,0.577578,0.882952,0.333692,0.511066,0.623422,0.318072,0.305275,0.639,0.721399,Medium
0.413068,0.693694,0.722646,0.410321,0.473144,0.753631,0.316821,0.373503,0.711,0.838407,Medium
0.379309,0.211211,0.848601,0.37416,0.491363,0.459952,0.316555,0.596139,0.653,0.690549,Medium
0.488468,0.661662,0.833333,0.34328,0.380297,0.693253,0.267238,0.364367,0.664,0.768762,Medium
0.245384,0.365365,0.763359,0.390147,0.424966,0.506595,0.289121,0.762089,0.638,0.665895,Medium
0.545495,0.652653,0.810433,0.4103,0.358974,0.806001,0.262184,0.400228,0.735,0.82721,Medium
0.565595,0.633634,0.768448,0.282049,0.450742,0.643056,0.255139,0.35954,0.535,0.677834,Medium
0.549034,0.637638,0.861323,0.383655,0.365317,0.768748,0.253234,0.392168,0.701,0.778832,Medium
0.462213,0.548549,0.79771,0.405787,0.498381,0.635197,0.324465,0.441721,0.698,0.770764,Medium
0.385787,0.389389,0.870229,0.318553,0.327395,0.561329,0.233273,0.61093,0.563,0.749371,Medium
0.305397,0.594595,0.723919,0.468564,0.612146,0.552928,0.41007,0.471725,0.815,0.718422,Medium
0.477025,0.630631,0.937659,0.286707,0.429825,0.714304,0.260748,0.224111,0.659,0.749386,Medium
0.513188,0.532533,0.919847,0.292371,0.301889,0.640549,0.246796,0.393286,0.619,0.70715,Medium
0.398224,0.455455,0.816794,0.367605,0.45776,0.601479,0.312279,0.421054,0.739,0.758795,Medium
0.541251,0.593594,0.884224,0.30384,0.441161,0.730573,0.25358,0.279089,0.561,0.812859,Medium
0.40107,0.493493,0.888041,0.322788,0.454791,0.365468,0.347327,0.484287,0.68,0.581878,Medium
0.50518,0.577578,0.958015,0.256016,0.475169,0.60873,0.28283,0.216298,0.554,0.686613,Medium
0.477328,0.572573,0.896947,0.256402,0.481916,0.65952,0.243562,0.337015,0.621,0.707303,Medium
0.44361,0.65966,0.830789,0.409757,0.490958,0.786104,0.287637,0.394178,0.677,0.864668,Medium
0.477927,0.563564,0.937659,0.254505,0.506613,0.574845,0.29738,0.183964,0.614,0.668747,Medium
0.434137,0.538539,0.824427,0.28321,0.534818,0.556762,0.316006,0.249049,0.699,0.6872,Medium
0.478694,0.56957,0.842239,0.297591,0.476653,0.596563,0.298964,0.258568,0.611,0.713082,Medium
0.321499,0.611612,0.846056,0.331735,0.411336,0.651588,0.268113,0.469645,0.63,0.755766,Medium
0.490879,0.518519,0.951654,0.233121,0.456005,0.527904,0.264951,0.347849,0.586,0.640392,Medium
0.482573,0.585586,0.779898,0.381893,0.471255,0.674994,0.297252,0.413138,0.646,0.762559,Medium
0.540984,0.582583,0.874046,0.290645,0.485695,0.661169,0.283426,0.205478,0.66,0.759303,Medium
0.393999,0.693694,0.722646,0.491093,0.570715,0.73062,0.38193,0.410989,0.877,0.870904,Medium
0.417941,0.662663,0.680662,0.41149,0.534143,0.72708,0.337461,0.367522,0.885,0.780673,Medium
0.508583,0.622623,0.92112,0.241126,0.508637,0.624415,0.258595,0.299386,0.601,0.618717,Medium
0.484539,0.634635,0.863868,0.333555,0.461943,0.727504,0.300303,0.211795,0.778,0.790623,Medium
0.432107,0.581582,0.553435,0.461492,0.577328,0.64481,0.400744,0.430527,0.837,0.8371,Medium
0.40205,0.643644,0.810433,0.45244,0.504453,0.710318,0.316426,0.505129,0.778,0.806238,Medium
0.508475,0.536537,0.736641,0.270004,0.47166,0.569841,0.312753,0.214684,0.668,0.72462,Medium
0.212124,0.35035,0.923664,0.343972,0.360189,0.44389,0.257697,0.736124,0.615,0.663323,Medium
0.513294,0.673674,0.843511,0.36239,0.502159,0.7682,0.292621,0.212576,0.702,0.832805,Medium
0.593266,0.605606,0.93257,0.283238,0.492038,0.726985,0.272287,0.178483,0.559,0.814946,Medium
0.509477,0.654655,0.745547,0.414818,0.459919,0.747463,0.307383,0.346222,0.755,0.86034,Medium
0.436566,0.495495,0.75827,0.311858,0.489879,0.555687,0.308033,0.366046,0.717,0.702206,Medium
0.091565,0.327327,0.867684,0.330246,0.554116,0.33019,0.296801,0.724167,0.416,0.626464,Medium
0.491808,0.730731,0.909669,0.367175,0.433063,0.764144,0.274117,0.318069,0.641,0.854578,Medium
0.505069,0.581582,0.882952,0.293694,0.456005,0.58066,0.293852,0.35513,0.587,0.72074,Medium
0.360151,0.605606,0.557252,0.408355,0.531984,0.565129,0.366462,0.412931,0.847,0.75721,Medium
0.252393,0.451451,0.823155,0.431895,0.496761,0.474127,0.436088,0.352535,0.788,0.686846,Medium
0.466251,0.543544,0.916031,0.291336,0.435223,0.602707,0.282433,0.313002,0.634,0.697724,Medium
0.489965,0.662663,0.715013,0.404839,0.433603,0.741416,0.27853,0.474081,0.615,0.848684,Medium
0.466965,0.476476,0.952926,0.279064,0.430364,0.570477,0.278949,0.334601,0.636,0.67904,Medium
0.419256,0.58959,0.735369,0.394899,0.570985,0.572201,0.368013,0.37205,0.711,0.712609,Medium
0.574388,0.62963,0.885496,0.284536,0.41417,0.727992,0.261887,0.233957,0.635,0.788659,Medium
0.288944,0.53954,0.765903,0.377243,0.512821,0.556516,0.310077,0.545479,0.733,0.649802,Medium
0.537108,0.737738,0.821883,0.474627,0.561269,0.814525,0.349354,0.280889,0.779,0.882074,Medium
0.568644,0.588589,0.787532,0.463417,0.582186,0.675466,0.381457,0.344426,0.824,0.74791,Medium
0.436661,0.585586,0.804071,0.336401,0.451957,0.658115,0.305926,0.320996,0.794,0.732251,Medium
0.392688,0.532533,0.875318,0.296754,0.557895,0.541581,0.351939,0.202805,0.736,0.678511,Medium
0.431014,0.449449,0.770992,0.393165,0.533738,0.482959,0.372382,0.440345,0.738,0.732051,Medium
0.632769,0.701702,0.821883,0.375376,0.478677,0.854888,0.271144,0.249016,0.638,0.881134,Medium
0.378346,0.504505,0.888041,0.298287,0.438731,0.560396,0.282646,0.443767,0.616,0.669464,Medium
0.675198,0.67968,0.938931,0.302138,0.257895,0.857088,0.182002,0.362694,0.586,0.834391,Medium
0.480453,0.520521,0.804071,0.30187,0.489204,0.55417,0.3033,0.417396,0.629,0.682249,Medium
0.425907,0.534535,0.935115,0.272009,0.496491,0.564511,0.299566,0.316282,0.58,0.650714,Medium
0.367157,0.472472,0.60687,0.436883,0.349393,0.619226,0.233761,0.902814,0.638,0.801812,Medium
0.408116,0.552553,0.842239,0.36093,0.389609,0.608882,0.285915,0.509563,0.719,0.693375,Medium
0.480126,0.726727,0.772265,0.451024,0.459244,0.782334,0.312996,0.370526,0.827,0.851709,Medium
0.361344,0.541542,0.776081,0.351792,0.55587,0.534647,0.349731,0.383222,0.648,0.729576,Medium
0.354181,0.615616,0.71883,0.459482,0.512146,0.645698,0.352303,0.470229,0.78,0.818306,Medium
0.438698,0.473473,0.889313,0.275397,0.415115,0.589533,0.261153,0.439617,0.61,0.716265,Medium
0.335768,0.548549,0.913486,0.320957,0.380972,0.516583,0.284651,0.501643,0.695,0.716509,Medium
0.384046,0.536537,0.829517,0.390139,0.451282,0.565857,0.325568,0.510837,0.751,0.68371,Medium
0.546693,0.712713,0.86514,0.400259,0.407287,0.86046,0.237761,0.418944,0.624,0.888026,Medium
0.56504,0.527528,0.942748,0.240678,0.468556,0.624775,0.258584,0.275976,0.592,0.665875,Medium
0.398135,0.561562,0.89313,0.31144,0.403239,0.604077,0.284085,0.391859,0.702,0.696972,Medium
0.473752,0.638639,0.968193,0.281437,0.446559,0.703568,0.277746,0.168673,0.699,0.798161,Medium
0.451327,0.731732,0.910941,0.383506,0.387045,0.806578,0.257889,0.386999,0.686,0.816223,Medium
0.508269,0.505506,0.908397,0.351029,0.47085,0.64296,0.311527,0.348608,0.699,0.718441,Medium
0.521881,0.550551,0.888041,0.359222,0.553171,0.651905,0.33345,0.298809,0.652,0.735073,Medium
0.478843,0.685686,0.884224,0.30819,0.222402,0.752694,0.20792,0.507794,0.674,0.743245,Medium
0.554555,0.359359,0.979644,0.240522,0.451282,0.558747,0.266621,0.331476,0.541,0.659472,Medium
0.579052,0.611612,0.916031,0.264817,0.412551,0.740695,0.202125,0.452398,0.449,0.754054,Medium
0.38973,0.563564,0.826972,0.39248,0.535897,0.625034,0.342986,0.377242,0.742,0.725688,Medium
0.586769,0.635636,0.851145,0.333398,0.542375,0.720703,0.321183,0.150811,0.69,0.768044,Medium
0.565214,0.483483,0.914758,0.27124,0.507692,0.60258,0.294665,0.245845,0.715,0.694389,Medium
0.590044,0.607608,0.966921,0.274431,0.448178,0.730314,0.256736,0.224727,0.539,0.833776,Medium
0.467538,0.568569,0.847328,0.288707,0.465182,0.599387,0.288018,0.329405,0.613,0.704414,Medium
0.465851,0.484484,0.902036,0.340744,0.552632,0.593387,0.305373,0.441642,0.564,0.720194,Medium
0.534523,0.684685,0.979644,0.242768,0.478947,0.687559,0.247364,0.231635,0.594,0.683317,Medium
0.346333,0.324324,0.856234,0.33172,0.386775,0.47412,0.255736,0.688769,0.623,0.662357,Medium
0.481032,0.624625,0.896947,0.285589,0.496761,0.652339,0.284652,0.281288,0.671,0.703194,Medium
0.343484,0.590591,0.744275,0.427786,0.492038,0.607538,0.363204,0.465219,0.808,0.76991,Medium
